op_index,op,class,decisive_note
3204,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3205,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3206,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3207,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3208,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3209,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3210,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3211,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3212,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3213,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3214,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3215,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3216,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3217,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3218,silu,missing-envelope,"no Silu surface for (1, 375, 4096): kElementwiseTasks carries unary ops only on channel-vector surfaces (C,1,1) C<=4096; unary ops have NO generic fallback (parityPlan-only path)"
3219,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3220,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3221,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3222,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3223,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3224,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3225,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3226,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3227,layer_norm,missing,"normParityPlan hard-rejects affine layer_norm: requires args==3, fp32 epsilon==1e-5, NO gamma/beta ('Apple's compiler in this harness rejects every affine form', ANEH13Compiler.mm:751-792); all 120 here carry gamma+beta with epsilon as an fp16 const; additionally the affine-less core surface (1,3..."
3228,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3229,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3230,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3231,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3232,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3233,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3234,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3235,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3236,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3237,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3238,constexpr_lut_to_dense,normalization-needed,"4-bit palettization wrapper (fp16 LUT 64 or 256 groups x 16 centroids, uint4 indices) over weight.bin blob data: decompress to dense fp16 at weight-prep and emit as const BLOBFILE; no H13 encoder consumes palettized data"
3239,linear,normalization-needed,"weight producer is constexpr_lut_to_dense (constexpr_lut_to_dense), so constantValue(weight) is false and the linear handler rejects with h13.linear-nonconstant-weight; host LUT decompression (fp16 LUT [G,1,16,1] + uint4 indices -> dense fp16 [N,K]) re-emitted as a const with BLOBFILE payload unb..."
3240,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3241,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3242,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3243,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3244,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3245,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
3246,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3247,add,direct,whole-tensor constant fold (add/mul/max/min; sub folds as sign-flipped add; real_div folds only for powers of two)
3248,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3249,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3250,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3251,matmul,normalization-needed,"const-weight matmul 3000x128x749 tx=False ty=False outside parity envelope; falls to the source-qualified chunked matvec path (per-row/512-column slices, physical reduction 256/512, weight must be a const with BLOBFILE payload — this proto stores it inline, so the handoff must re-emit weight.bin ..."
3252,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3253,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3254,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3255,pad,missing,no H13 encoder for 'pad': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3256,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3257,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3258,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3259,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3260,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3261,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3262,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3263,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
3264,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3265,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3266,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3267,slice_by_index,missing,no H13 encoder for 'slice_by_index': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3268,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3269,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3270,select,missing,no H13 encoder for 'select': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3271,mul,direct,"inline fp16 scalar mul fold (splat constant, 64-element slices)"
3272,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3273,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3274,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3275,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=128 cols=375 tx=False ty=True y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3276,add,direct,"h13-source-qualified two-runtime same-shape binary, 64-element slices (rung 01-add-legacy proven path)"
3277,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3278,softmax,missing-envelope,"softmax template lookup in=(8, 375, 375) out=(8, 375, 375) axis-mask=0x08: absent from kNormTasks (44 decoded softmax programs; largest spatial 256x256); normParityPlan is softmax's only path (no generic fallback)"
3279,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3280,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3281,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3282,matmul,missing-envelope,"runtime-operand matmul rows=3000 red=375 cols=128 tx=False ty=False y=(1, 8, 375, 128): outside kMatmulEnvelopeTasks (rows decoded only for 1 and 16); runtime-weight matmul is parity-path-only — reject h13.matmul-outside-envelope; no chunked fallback exists for runtime operands"
3283,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3284,const,direct-const,constant data; filtered before the program stream (ANEH13Compiler.mm:1391-1393)
3285,transpose,missing,no H13 encoder for 'transpose': lowerOperation final reject 'H13 has no source-qualified encoder for' (ANEH13Compiler.mm:1349-1350)
3286,reshape,direct-alias,"compile-loop shape alias: metadata only, no program emitted (ANEH13Compiler.mm:1456-1482)"
